Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer,Kayıp,Hasarlı Bina
19660822203613,1966.08.22,20:36:13,39.32,41.4,40,4.9,4.7,4.7,4.9,4.7,4.6,Ke,YARLISU-VARTO (MUS) [North West 6.6 km],0,0
19660821223635,1966.08.21,22:36:35,39.26,41.44,22,4.9,4.7,4.7,4.9,4.7,4.8,Ke,YARLISU-VARTO (MUS) [East 2.0 km],0,0
19660820021328,1966.08.20,2:13:28,39.3,41.6,27,4.9,4.7,4.7,4.9,4.7,4.8,Ke,PINARKOY-HINIS (ERZURUM) [South West 2.7 km],0,0
19650501015943,1965.05.01,1:59:44,37.18,26.91,15,4.9,4.7,4.7,4.9,4.7,4.6,Ke,ONIKI ADALAR (AKDENIZ),0,0
19650107102217,1965.01.07,10:22:17,36.5,26.85,35,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19640826195905,1964.08.26,19:59:06,35,29,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19640425124415,1964.04.25,12:44:15,35.46,27.7,61,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19640331093312,1964.03.31,9:33:12,36.43,28.78,57,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19631122202604,1963.11.22,20:26:04,37.07,29.68,60,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KOZAGACI-CAVDIR (BURDUR) [North East 0.7 km],0,0
19630708160233,1963.07.08,16:02:33,36.48,27.88,80,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19630428004152,1963.04.28,0:41:52,39.32,27.82,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,YAZOREN-SAVASTEPE (BALIKESIR) [South 1.3 km],0,0
19621213224534,1962.12.13,22:45:35,35.22,27.97,65,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19620818042906,1962.08.18,4:29:07,36.97,32.52,140,4.9,4.7,4.7,4.9,4.7,4.8,Ke,GULPINAR-HADIM (KONYA) [South East 1.4 km],0,0
19620419115531,1962.04.19,11:55:32,38.74,44.19,40,4.9,4.7,4.7,4.9,4.7,4.8,Ke,BAKISIK-SARAY (VAN) [North West 1.7 km],0,0
19620401013921,1962.04.01,1:39:22,40.8,36.1,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,DURUCASU-TASOVA (AMASYA) [North West 5.2 km],0,0
19610910161728,1961.09.10,16:17:28,37.02,36.11,100,4.9,4.7,4.7,4.9,4.7,4.8,Ke,BUYUKTUYSUZ-TOPRAKKALE (OSMANIYE) [South East 1.1 km],0,0
19610223214636,1961.02.23,21:46:36,36.6,27.2,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,ONIKI ADALAR (AKDENIZ),0,0
19601118060357,1960.11.18,6:03:58,35.17,27.83,199,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19600831221159,1960.08.31,22:12:00,39.09,35.98,70,4.9,4.7,4.7,4.9,4.7,4.8,Ke,SARIOGLAN (KAYSERI) [North East 1.8 km],0,0
19600822134223,1960.08.22,13:42:24,39.28,42.01,60,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKKAVAK-KARACOBAN (ERZURUM) [North East 1.4 km],0,0
19600430101242,1960.04.30,10:12:42,36.8,27.5,20,4.9,4.7,4.7,4.9,4.7,4.8,Ke,G�KOVA K�RFEZI (AKDENIZ),0,0
19591208084545,1959.12.08,8:45:45,41.23,43.74,13,4.9,4.7,4.7,4.9,4.7,4.8,Ke,G�RCISTAN,0,0
19590609112119,1959.06.09,11:21:20,36.81,29.08,20,4.9,4.7,4.7,4.9,4.7,4.8,Ke,DARIYERI-DALAMAN (MUGLA) [South 4.3 km],0,0
19590408190237,1959.04.08,19:02:37,36.57,26.8,160,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19590111042732,1959.01.11,4:27:33,36.64,29.12,50,4.9,4.7,4.7,4.9,4.7,4.8,Ke,FETHIYE (MUGLA) [North West 2.0 km],0,0
19581026124038,1958.10.26,12:40:39,37.39,44.58,50,4.9,4.7,4.7,4.9,4.7,4.8,Ke,CATALCA-SEMDINLI (HAKKARI) [South East 0.6 km],0,0
19580516091904,1958.05.16,9:19:05,41.22,43.92,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AZERBAYCAN,0,0
19571024023314,1957.10.24,2:33:15,40.06,29.75,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,NAZIFPASA-PAZARYERI (BILECIK) [North 1.9 km],0,0
19570529084752,1957.05.29,8:47:53,40.72,31.04,20,4.9,4.7,4.7,4.9,4.7,4.8,Ke,GUZELDERE-GOLYAKA (DUZCE) [South 0.6 km],0,0
19570528053348,1957.05.28,5:33:49,40.57,31.02,40,4.9,4.7,4.7,4.9,4.7,4.8,Ke,TASKESTI-MUDURNU (BOLU) [South East 1.1 km],0,0
19570527070514,1957.05.27,7:05:15,40.84,31.17,80,4.9,4.7,4.7,4.9,4.7,4.8,Ke,DUZCE (DUZCE) [North East 0.6 km],0,0
19570426160907,1957.04.26,16:09:08,36.41,28.8,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19560709043327,1956.07.09,4:33:27,36.68,26.05,40,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19560505204200,1956.05.05,20:42:00,36.99,28.63,40,4.9,4.7,4.7,4.9,4.7,4.8,Ke,ZAFERLER-KOYCEGIZ (MUGLA) [North East 3.5 km],0,0
19551111182740,1955.11.11,18:27:41,37.54,26.97,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,EGE DENIZI,0,0
19550531010418,1955.05.31,1:04:18,36,26,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19540805203915,1954.08.05,20:39:15,35.88,27.44,40,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19530326151030,1953.03.26,15:10:30,39.94,27.48,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KABALI-YENICE (�ANAKKALE) [North East 2.2 km],0,0
19530324202001,1953.03.24,20:20:01,40,27.5,12,4.9,4.7,4.7,4.9,4.7,4.8,Ke,ORTAOBA-GONEN (BALIKESIR) [East 1.5 km],0,0
19520929085647,1952.09.29,8:56:47,41.24,43.97,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AZERBAYCAN,0,0
19520903134742,1952.09.03,13:47:42,39,43,12,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKYAZI-ADILCEVAZ (BITLIS) [North 1.6 km],0,0
19520824204428,1952.08.24,20:44:28,35.42,27.44,80,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19520613161558,1952.06.13,16:15:59,41.38,44.06,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,G�RCISTAN,0,0
19510318092436,1951.03.18,9:24:37,40.04,42.05,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KIRKDIKME-HORASAN (ERZURUM) [South East 3.7 km],0,0
19501125171855,1950.11.25,17:18:55,37.07,42.48,60,4.9,4.7,4.7,4.9,4.7,4.8,Ke,OVAKOY-SILOPI (SIRNAK) [South East 8.0 km],0,0
19491128184718,1949.11.28,18:47:18,40.98,30.74,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KURUDERE-KARASU (SAKARYA) [South West 0.3 km],0,0
19481109224500,1948.11.09,22:45:00,40.1,26.4,90,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KEPEZ- (�ANAKKALE) [North East 0.8 km],0,0
19451221183500,1945.12.21,18:35:00,37.9,29,4,4.9,4.7,4.7,4.9,4.7,4.8,Ke,BEYLERBEYI-SARAYKOY (DENIZLI) [North East 2.7 km],0,0
19431127060600,1943.11.27,6:06:00,41,33.7,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KAZANCI-ILGAZ (�ANKIRI) [North West 0.5 km],0,0
19381114120648,1938.11.14,12:06:49,40.5,43.9,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,T�RKIYE-ERMENISTAN SINIR B�LGESI,0,0
19380514065500,1938.05.14,6:55:00,39.4,33.8,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,MOLLAOSMANLAR-KAMAN (KIRSEHIR) [South West 2.0 km],0,0
19371207093104,1937.12.07,9:31:04,39.94,40.43,60,4.9,4.7,4.7,4.9,4.7,4.8,Ke,OZLER-ASKALE (ERZURUM) [East 1.0 km],0,0
19360810063156,1936.08.10,6:31:57,36.61,31.03,100,4.9,4.7,4.7,4.9,4.7,4.8,Ke,ANTALYA K�RFEZI (AKDENIZ),0,0
19360803040136,1936.08.03,4:01:36,36.5,31,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,ANTALYA K�RFEZI (AKDENIZ),0,0
19360123144233,1936.01.23,14:42:34,35.8,31.15,70,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19350726025300,1935.07.26,2:53:00,35,26,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19341102164150,1934.11.02,16:41:50,41,41.6,22,4.9,4.7,4.7,4.9,4.7,4.8,Ke,BOYALI-YUSUFELI (ARTVIN) [North East 3.0 km],0,0
19330628115439,1933.06.28,11:54:39,39.3,33.2,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,SUYUGUZEL-BALA (ANKARA) [South 2.0 km],0,0
19330515032305,1933.05.15,3:23:06,41.26,31.09,60,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AK�AKOCA A�IKLARI-D�ZCE (KARADENIZ),0,0
19320514034506,1932.05.14,3:45:07,35.88,28.65,78,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19320412070040,1932.04.12,7:00:40,41,43.7,32,4.9,4.7,4.7,4.9,4.7,4.8,Ke,IBISKOY-AKYAKA (KARS) [North East 8.3 km],0,0
19311013073642,1931.10.13,7:36:42,35.6,43.2,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,IRAK,0,0
19300821065500,1930.08.21,6:55:00,38,44.5,30,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KIZILCA-BASKALE (VAN) [South East 20.7 km],0,0
19290417031442,1929.04.17,3:14:42,35,27.5,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19280815120536,1928.08.15,12:05:36,35,26.6,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19260318232800,1926.03.18,23:28:00,36,29,12,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19250709082700,1925.07.09,8:27:00,37.4,30.5,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,SUSUZ-BUCAK (BURDUR) [North West 4.4 km],0,0
19250415135500,1925.04.15,13:55:00,35.5,29,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19240923230250,1924.09.23,23:02:50,40,42,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KARACUHA-HORASAN (ERZURUM) [South East 1.6 km],0,0
19240414000000,1924.04.14,0:00:00,39,27.8,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KADIDAGI-AKHISAR (MANISA) [South West 2.4 km],0,0
19160817202200,1916.08.17,20:22:00,38.2,26.2,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,�ESME A�IKLARI-IZMIR (EGE DENIZI),0,0
20230310022814,2023.03.10,2:28:14,38.701,35.2858,6.1,4.9,0,4.8,4.9,0,0,Ke,KARPUZSEKISI-HACILAR (KAYSERI) [North West 2.6 km],0,0
20200210224649,2020.02.10,22:46:50,35.1703,27.9688,3.8,4.9,0,4.8,4.9,0,0,Ke,AKDENIZ,0,0
20170813111651,2017.08.13,11:16:52,37.1252,27.7187,5.6,4.9,0,4.8,4.9,0,0,Ke,BEYCILER-MILAS (MUGLA) [North 2.0 km],0,0
20170720232351,2017.07.20,23:23:51,36.958,27.3103,12.2,4.9,0,4.8,4.9,0,0,Ke,AKYARLAR-BODRUM (MUGLA) [South East 2.2 km],0,0
20150818211939,2015.08.18,21:19:40,35.5823,31.3632,6.4,4.8,0,4.8,4.9,0,0,Ke,AKDENIZ,0,0
20150416190214,2015.04.16,19:02:15,35.1433,26.8608,16.9,4.9,0,4.8,4.9,0,0,Ke,GIRIT ADASI (AKDENIZ),0,0
20140525113838,2014.05.25,11:38:39,40.4208,26.1515,13,4.9,0,4.8,4.9,0,0,Ke,SAROS KORFEZI (EGE DENIZI),0,0
19720120005219,1972.01.20,0:52:19,36.64,27.15,16,4.9,4.7,4.8,4.9,4.6,4.6,Ke,ONIKI ADALAR (AKDENIZ),0,0
19700330083518,1970.03.30,8:35:18,39.29,29.24,36,4.9,4.7,4.8,4.9,4.7,4.6,Ke,IGDEKOY-EMET (K�TAHYA) [North West 1.6 km],0,0
19690625061151,1969.06.25,6:11:52,35.98,27.6,48,4.9,4.7,4.8,4.9,4.7,4.8,Ke,AKDENIZ,0,0
19681104200559,1968.11.04,20:05:59,36.44,26.98,35,4.9,4.7,4.8,4.9,4.6,4.6,Ke,AKDENIZ,0,0
19680721171354,1968.07.21,17:13:54,35,28.5,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19670722234159,1967.07.22,23:42:00,40.64,30.53,30,4.9,4.7,4.8,4.9,4.7,4.8,Ke,KARAPURCEK (SAKARYA) [South West 0.9 km],0,0
19660821001506,1966.08.21,0:15:07,39.28,41.85,54,4.9,4.8,4.8,4.9,4.8,4.6,Ke,GOLLER-HINIS (ERZURUM) [North East 0.0 km],0,0
19660619175530,1966.06.19,17:55:30,38.55,27.35,9,4.9,4.8,4.8,4.9,4.8,4.6,Ke,KARAKOCA- (MANISA) [South East 1.8 km],0,0
19660122002344,1966.01.22,0:23:44,37.65,29.95,32,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ONACAK-YESILOVA (BURDUR) [East 1.8 km],0,0
19630924021044,1963.09.24,2:10:44,40.84,28.9,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,MARMARA DENIZI,0,0
19630825061147,1963.08.25,6:11:48,38.99,38.3,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YESILYAYLA-ARAPGIR (MALATYA) [South West 2.5 km],0,0
19610816010000,1961.08.16,1:00:00,36,26,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19610525131147,1961.05.25,13:11:48,36.72,26.66,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19610313153201,1961.03.13,15:32:02,36.21,26.43,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19601201040237,1960.12.01,4:02:37,38.36,30.52,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YIPRAK-DINAR (AFYONKARAHISAR) [North East 5.9 km],0,0
19601128051253,1960.11.28,5:12:53,36.11,31.09,80,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19600903000029,1960.09.03,0:00:29,39.29,41.52,70,4.9,4.8,4.8,4.9,4.8,4.9,Ke,MUTLUCA-HINIS (ERZURUM) [South West 7.3 km],0,0
19600808203625,1960.08.08,20:36:25,35.42,27.2,63,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19600410220532,1960.04.10,22:05:33,37.73,27.8,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BOYDERE-KOCARLI (AYDIN) [East 1.1 km],0,0
19600221092923,1960.02.21,9:29:23,38.49,41.52,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CAKIRPINAR-SASON (BATMAN) [North West 4.6 km],0,0
19591115040747,1959.11.15,4:07:47,36.8,26,80,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19590829104016,1959.08.29,10:40:17,38.55,41.29,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CEVIZLIDERE- (MUS) [South West 6.5 km],0,0
19590520163700,1959.05.20,16:37:01,36.74,26.67,70,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19590430224439,1959.04.30,22:44:39,36.22,26.68,100,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19590120204050,1959.01.20,20:40:50,36.7,28.7,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SARIGERME-ORTACA (MUGLA) [South West 1.6 km],0,0
19590107222203,1959.01.07,22:22:03,36.71,29.21,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YESILUZUMLU-FETHIYE (MUGLA) [South West 3.5 km],0,0
19590106142840,1959.01.06,14:28:41,36.66,29.11,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,FETHIYE (MUGLA) [North West 4.4 km],0,0
19581106211404,1958.11.06,21:14:04,37,31.35,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BEYDIGIN-MANAVGAT (ANTALYA) [North West 2.8 km],0,0
19580424080039,1958.04.24,8:00:40,36.76,26.55,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19580422100244,1958.04.22,10:02:44,36.58,30.46,80,4.9,4.8,4.8,4.9,4.8,4.9,Ke,OVACIK-KEMER (ANTALYA) [South East 8.1 km],0,0
19570602011200,1957.06.02,1:12:01,40.71,30.78,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KIZANLIK-HENDEK (SAKARYA) [South West 1.6 km],0,0
19570601210820,1957.06.01,21:08:20,40.68,30.84,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KURTULUS-HENDEK (SAKARYA) [South East 1.2 km],0,0
19570528000953,1957.05.28,0:09:54,40.58,30.53,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AHMEDIYE-KARAPURCEK (SAKARYA) [South West 3.8 km],0,0
19570418052504,1957.04.18,5:25:05,38.74,39.67,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,TOPAGAC-KOVANCILAR (ELAZIG) [North East 1.5 km],0,0
19560709204808,1956.07.09,20:48:08,36.45,26.09,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19541216125700,1954.12.16,12:57:00,35.4,26.9,16,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19541024233719,1954.10.24,23:37:19,40.46,27.53,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AVSA-MARMARA (BALIKESIR) [South East 6.3 km],0,0
19540904041923,1954.09.04,4:19:23,36.63,27.1,160,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ONIKI ADALAR (AKDENIZ),0,0
19540819210329,1954.08.19,21:03:29,41.21,36.41,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ANTYERI-TEKKEKOY (SAMSUN) [North West 2.9 km],0,0
19540501233100,1954.05.01,23:31:00,37.8,27,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KUSADASI K�RFEZI (EGE DENIZI),0,0
19540501145818,1954.05.01,14:58:18,37.7,27,26,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SISAM ADASI (EGE DENIZI),0,0
19540408041807,1954.04.08,4:18:08,37.27,29.53,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CAMKOY-GOLHISAR (BURDUR) [North West 1.2 km],0,0
19531213193808,1953.12.13,19:38:08,41.16,33.81,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CATOREN- (KASTAMONU) [North East 3.5 km],0,0
19531020053655,1953.10.20,5:36:56,41.93,40.79,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KARADENIZ,0,0
19530514130024,1953.05.14,13:00:24,38.7,26.5,24,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BOZKOY-KARABURUN (IZMIR) [North East 5.6 km],0,0
19530319125304,1953.03.19,12:53:04,40.1,27.3,48,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ASAGIINOVA-YENICE (�ANAKKALE) [North East 2.0 km],0,0
19530318222800,1953.03.18,22:28:00,40,27.4,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BALLICAY-YENICE (�ANAKKALE) [North East 0.5 km],0,0
19530112093106,1953.01.12,9:31:06,36,28,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19530101101722,1953.01.01,10:17:22,35.68,26.13,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19520923203056,1952.09.23,20:30:57,36.9,29.58,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KINIK-FETHIYE (MUGLA) [North 6.1 km],0,0
19510814202312,1951.08.14,20:23:12,40.82,33.23,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,DAGTARLA-KURSUNLU (�ANKIRI) [East 2.5 km],0,0
19510813225852,1951.08.13,22:58:52,41.09,33.27,80,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CAVUSKOY-ARAC (KASTAMONU) [North 1.1 km],0,0
19510712065108,1951.07.12,6:51:08,36.6,36.3,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,GUZELKOY-ISKENDERUN (HATAY) [East 4.9 km],0,0
19510508132800,1951.05.08,13:28:00,39.8,38.3,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KARAPINAR-IMRANLI (SIVAS) [South West 1.3 km],0,0
19510315100102,1951.03.15,10:01:02,38.4,44,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SUTLUCE-GURPINAR (VAN) [East 2.6 km],0,0
19500604141105,1950.06.04,14:11:06,36.53,28.84,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,FETHIYE K�RFEZI (AKDENIZ),0,0
19490829001900,1949.08.29,0:19:00,39.6,40.6,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ILISU-TERCAN (ERZINCAN) [South 2.3 km],0,0
19490823134044,1949.08.23,13:40:44,39.42,40.98,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KASIKCI-KARLIOVA (BINGOL) [North West 2.3 km],0,0
19490730174712,1949.07.30,17:47:13,38.62,26.45,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BOZKOY-KARABURUN (IZMIR) [South West 4.4 km],0,0
19490521174112,1949.05.21,17:41:12,38.6,26.3,8,4.9,4.8,4.8,4.9,4.8,4.9,Ke,K���KBAH�E A�IKLARI-IZMIR (EGE DENIZI),0,0
19490102180151,1949.01.02,18:01:52,35.53,27.78,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19480728081831,1948.07.28,8:18:31,35.5,26.5,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19480620145825,1948.06.20,14:58:25,39.14,41.43,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ASAGIALAGOZ-VARTO (MUS) [South East 0.7 km],0,0
19480113143024,1948.01.13,14:30:24,38.1,28.8,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,GULALAN-BULDAN (DENIZLI) [North East 1.6 km],0,0
19460825112345,1946.08.25,11:23:46,41.52,33.75,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,HALIFE- (KASTAMONU) [North East 0.7 km],0,0
19431129184544,1943.11.29,18:45:45,38.25,41.54,100,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YAZILI-KOZLUK (BATMAN) [West 0.4 km],0,0
19431127080900,1943.11.27,8:09:00,41,33.7,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KAZANCI-ILGAZ (�ANKIRI) [North West 0.5 km],0,0
19420812215246,1942.08.12,21:52:46,39.1,27.7,17,4.9,4.8,4.8,4.9,4.8,4.9,Ke,BAKIR-KIRKAGAC (MANISA) [North 2.3 km],0,0
19420812203846,1942.08.12,20:38:46,39.13,27.64,50,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SARIKAYA-SOMA (MANISA) [South West 2.2 km],0,0
19400529152452,1940.05.29,15:24:52,39.41,40,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KAYIRLAR-PULUMUR (TUNCELI) [South East 3.4 km],0,0
19400317090856,1940.03.17,9:08:56,38.22,42.83,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,TORELI-GEVAS (VAN) [South East 7.2 km],0,0
19400126205604,1940.01.26,20:56:05,40.45,38.48,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YESILYAYLA-SEBINKARAHISAR (GIRESUN) [North West 7.0 km],0,0
19391229131817,1939.12.29,13:18:17,39.7,39.55,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,GULLUCE- (ERZINCAN) [North East 1.5 km],0,0
19390731133248,1939.07.31,13:32:48,39.8,29.6,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,DOMANIC (K�TAHYA) [West 1.1 km],0,0
19390724220501,1939.07.24,22:05:01,37.2,28.3,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YESILYURT- (MUGLA) [North East 2.7 km],0,0
19381216110303,1938.12.16,11:03:03,39.52,33.91,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,HACISELIMLI-AKPINAR (KIRSEHIR) [North East 1.3 km],0,0
19381125041000,1938.11.25,4:10:00,39,38,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,CIMENLIK-HEKIMHAN (MALATYA) [East 2.3 km],0,0
19381114115447,1938.11.14,11:54:47,40.21,43.53,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ARPALI-DIGOR (KARS) [North 3.2 km],0,0
19380531193454,1938.05.31,19:34:54,41.08,33.88,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,YUKARIBERCIN-TOSYA (KASTAMONU) [North West 2.1 km],0,0
19380514044553,1938.05.14,4:45:53,39.74,33.55,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KURSUNKAYA-KESKIN (KIRIKKALE) [West 2.0 km],0,0
19360922115656,1936.09.22,11:56:56,40.98,33.26,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KARATAS-BAYRAMOREN (�ANKIRI) [South West 0.8 km],0,0
19360802224104,1936.08.02,22:41:04,38.11,29.65,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KIRALAN-CIVRIL (DENIZLI) [South East 1.6 km],0,0
19360802182108,1936.08.02,18:21:09,37.88,29.7,70,4.9,4.8,4.8,4.9,4.8,4.9,Ke,IDRIS-DAZKIRI (AFYONKARAHISAR) [South 2.9 km],0,0
19351102181814,1935.11.02,18:18:14,36.5,42.5,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,IRAK,0,0
19350712000000,1935.07.12,0:00:00,40.6,33.6,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,�ANKIRI (�ANKIRI) [West 1.4 km],0,0
19331221184101,1933.12.21,18:41:02,41.21,33.64,60,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KOCCUGAZ-IHSANGAZI (KASTAMONU) [East 0.9 km],0,0
19330924132115,1933.09.24,13:21:15,35.5,27.6,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ,0,0
19311224230011,1931.12.24,23:00:12,37.39,44.79,40,4.9,4.8,4.8,4.9,4.8,4.9,Ke,T�RKIYE-IRAN SINIR B�LGESI,0,0
19300521135100,1930.05.21,13:51:00,38,44.5,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KIZILCA-BASKALE (VAN) [South East 20.7 km],0,0
