Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer,Kayıp,Hasarlı Bina
20040701223008,2004.07.01,22:30:09,39.63,43.94,10,5.4,5,5.2,5.1,5.1,5.4,Ke,GUNYOLU-DOGUBAYAZIT (AGRI) [North West 4.5 km],17,1000
20040325193046,2004.03.25,19:30:46,39.92,40.82,10,5.5,5.5,5.4,5.6,5.6,0,Ke,KANDILLI-ASKALE (ERZURUM) [North West 2.4 km],9,1280
20010625132848,2001.06.25,13:28:49,37.12,36.28,27,5.5,5.5,0,5.5,5.5,0,Ke,ARSLANLI- (OSMANIYE) [South West 0.9 km],0,66
20001215164444,2000.12.15,16:44:44,38.63,31.19,13,5.8,5.8,0,5.8,5.8,0,Ke,EBER-CAY (AFYONKARAHISAR) [North East 6.4 km],6,547
20000606024149,2000.06.06,2:41:49,40.7,32.99,5,5.6,5.6,0,6.1,6.1,0,Ke,HACILAR-CERKES (�ANKIRI) [South East 1.5 km],1,1766
19980627135551,1998.06.27,13:55:52,36.96,35.52,18,6.3,6.3,0,6.2,6.2,0,Ke,HASANBEYLI-SARICAM (ADANA) [South 10.1 km],146,31463
19980413151430,1998.04.13,15:14:31,39.23,41.07,9,5,5,0,5,5,0,Ke,SERPMEKAYA-KARLIOVA (BINGOL) [South East 3.9 km],0,148
19970122175719,1997.01.22,17:57:20,36.14,36.12,23,5.5,5.5,0,5.4,5.4,0,Ke,YESILPINAR- (HATAY) [North East 0.4 km],1,1841
19960814015502,1996.08.14,1:55:03,40.74,35.29,17,5.6,5.6,0,5.6,5.6,0,Ke,KUCUKCAY-MERZIFON (AMASYA) [North East 1.3 km],1,2606
19951205184932,1995.12.05,18:49:32,39.35,40.22,33,5.7,5.6,0,5.7,5.7,5.4,Ke,SABIRTASI-KIGI (BINGOL) [North East 7.5 km],1,0
19951001155713,1995.10.01,15:57:13,38.11,30.05,5,6,0,0,6,6,0,Ke,BELENPINAR-DINAR (AFYONKARAHISAR) [South 0.6 km],90,14156
19940128154524,1994.01.28,15:45:25,38.69,27.49,5,5.2,0,5.2,5.1,5.1,5.2,Ke,YENIKOY- (MANISA) [North East 0.6 km],0,44
19921106190809,1992.11.06,19:08:09,38.16,26.99,17,6,0,5.7,6,6,5.7,Ke,ORHANLI-SEFERIHISAR (IZMIR) [East 3.5 km],0,55
19920315161625,1992.03.15,16:16:25,39.53,39.93,29,5.8,0,0,5.8,5.8,5.4,Ke,DAGYOLU-PULUMUR (TUNCELI) [South East 2.2 km],0,439
19920313171839,1992.03.13,17:18:39,39.72,39.63,23,6.8,0,0,6.8,6.8,6.1,Ke,GUNEBAKAN- (ERZINCAN) [South West 1.7 km],653,8057
19881207074124,1988.12.07,7:41:24,40.96,44.16,5,6.7,0,0,6.7,6.7,6,Ke,AZERBAYCAN,4,546
19860606103947,1986.06.06,10:39:47,38.01,37.91,11,5.6,0,0,5.6,5.6,5.5,Ke,SAVAKLI-DOGANSEHIR (MALATYA) [South 3.7 km],1,1174
19860505033538,1986.05.05,3:35:38,38.02,37.79,4,5.8,0,0,5.8,5.8,5.7,Ke,KADILI-DOGANSEHIR (MALATYA) [South East 1.9 km],7,824
19831030041228,1983.10.30,4:12:28,40.35,42.18,16,6.8,0,0,6.8,6.8,6,Ke,PARMAKDERE-SARIKAMIS (KARS) [North West 4.2 km],1155,3241
19830705120127,1983.07.05,12:01:27,40.33,27.21,7,5.9,0,5.9,5.8,5.8,5.5,Ke,TOKATKIRI-BIGA (ÇANAKKALE) [South West 1.0 km],3,85
19761124122216,1976.11.24,12:22:16,39.05,44.04,10,7.5,0,0,7.5,7.5,6.1,Ke,YUKARIBALCIKLI-OZALP (VAN) [North East 12.4 km],3840,9232
19750906092012,1975.09.06,9:20:12,38.51,40.77,32,6.6,0,0,6.6,0,0,Ke,UCDAMLAR-LICE (DIYARBAKIR) [West 1.6 km],2385,8149
19030428234600,1903.04.28,23:46:00,39.1,42.5,30,6.3,6,6,6.2,6.3,5.9,Ke,HASRETPINAR-MALAZGIRT (MUS) [East 4.3 km],600,450
19120809012900,1912.08.09,1:29:00,40.6,27.2,16,7.3,6.8,6.7,6.9,7.3,6.6,Ke,ERIKLICE-SARKOY (TEKIRDAG) [South East 4.3 km],216,5540
19141003220702,1914.10.03,22:07:02,37.7,30.4,14,6.9,6.5,6.4,6.6,6.9,6.4,Ke,HALICILAR- (BURDUR) [South 0.7 km],300,6000
19700928195409,1970.09.28,19:54:09,37.09,28.59,24,4.6,4.6,0,4.5,4.5,4.2,Ke,BALCILAR-KOYCEGIZ (MUGLA) [North East 1.8 km],0,0
19710513224711,1971.05.13,22:47:11,37.62,29.91,46,4.5,4.3,4,4.5,4.2,4.4,Ke,BUYUKYAKA-YESILOVA (BURDUR) [South 3.3 km],0,0
19651108191203,1965.11.08,19:12:04,36,27,10,4.5,4.3,4,4.5,4.2,4.4,Ke,AKDENIZ,0,0
20150317101118,2015.03.17,10:11:19,36.4188,26.5993,108.2,4.5,0,4.1,4.5,0,0,Ke,AKDENIZ,0,0
19740308084818,1974.03.08,8:48:19,38.76,44.13,55,4.5,4.3,4.1,4.5,4.2,4.4,Ke,DONERDERE-OZALP (VAN) [North 2.7 km],0,0
19710516232801,1971.05.16,23:28:02,37.57,30.03,10,4.5,4.3,4.1,4.5,4.2,4.4,Ke,DUGER- (BURDUR) [South East 1.2 km],0,0
19691013032426,1969.10.13,3:24:26,39.17,28.38,9,4.5,4.3,4.1,4.5,4.2,4.4,Ke,YAYLABAYIR-SINDIRGI (BALIKESIR) [North 2.4 km],0,0
19690325175124,1969.03.25,17:51:24,39.16,28,44,4.5,4.3,4.1,4.5,4.2,4.4,Ke,SOGUTLU-AKHISAR (MANISA) [South West 1.4 km],0,0
20201028091614,2020.10.28,9:16:14,39.7883,40.2472,5,4.5,0,4.2,4.5,0,0,Ke,GOKCE-TERCAN (ERZINCAN) [North East 1.6 km],0,0
19840918132602,1984.09.18,13:26:02,40.9,42.24,10,5.5,0,0,5.3,5.5,5.3,Ke,TASGECIT-OLUR (ERZURUM) [North West 0.7 km],3,570
20200128214457,2020.01.28,21:44:58,35.1688,27.9028,6.4,4.5,0,4.2,4.5,0,0,Ke,AKDENIZ,0,0
19740126051916,1974.01.26,5:19:16,37.41,29.74,21,4.5,4.3,4.2,4.5,4.2,4.4,Ke,DEREKOY-KARAMANLI (BURDUR) [South West 4.0 km],0,0
19740118144132,1974.01.18,14:41:33,37.87,37.86,28,4.5,4.2,4.2,4.5,4,4.4,Ke,CANKARA-GOLBASI (ADIYAMAN) [East 2.0 km],0,0
19731110182611,1973.11.10,18:26:11,37.89,31.06,23,4.5,4.3,4.2,4.5,4.2,4.4,Ke,BAGCIK-EGIRDIR (ISPARTA) [South East 3.8 km],0,0
19720115105025,1972.01.15,10:50:26,40.01,41.87,43,4.5,4.2,4.2,4.5,4,4.4,Ke,YESILOZ-KOPRUKOY (ERZURUM) [South West 4.0 km],0,0
19710523002738,1971.05.23,0:27:39,37.69,30.14,14,4.5,4.3,4.2,4.5,4.2,4.4,Ke,CENDIK- (BURDUR) [North West 4.2 km],0,0
19690905175349,1969.09.05,17:53:49,38.94,37.22,47,4.5,4.3,4.2,4.5,4.1,4.4,Ke,BOGRUDELIK-GURUN (SIVAS) [South West 6.2 km],0,0
19690421205739,1969.04.21,20:57:39,36.22,28.27,5,4.5,4.3,4.2,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19690323001545,1969.03.23,0:15:45,39.17,28.32,12,4.5,4.3,4.2,4.5,4.2,4.4,Ke,KUCUKDAGDERE-SINDIRGI (BALIKESIR) [South East 0.5 km],0,0
19690226123549,1969.02.26,12:35:49,36.66,27.18,33,4.5,4.3,4.2,4.5,4.2,4.4,Ke,ONIKI ADALAR (AKDENIZ),0,0
19670814113419,1967.08.14,11:34:20,40.68,30.27,33,4.5,4.2,4.2,4.5,4,4.4,Ke,NAILIYE-SAPANCA (SAKARYA) [North West 0.2 km],0,0
19670814014556,1967.08.14,1:45:56,40.75,30.38,23,4.5,4.2,4.2,4.5,4,4.4,Ke,SERDIVAN (SAKARYA) [South East 2.3 km],0,0
19641120065918,1964.11.20,6:59:19,40.2,28.06,56,4.5,4.3,4.2,4.5,4.1,4.4,Ke,KUSCENNETI-BANDIRMA (BALIKESIR) [South 3.6 km],0,0
19640713021902,1964.07.13,2:19:02,41.41,44.27,10,4.5,4.2,4.2,4.5,4,4.4,Ke,AZERBAYCAN,0,0
20230307141819,2023.03.07,14:18:20,38.8102,37.3982,5,4.5,0,4.3,4.5,0,0,Ke,YUVA-GURUN (SIVAS) [North West 2.4 km],0,0
20230207191347,2023.02.07,19:13:48,38.0778,36.9358,1.9,4.5,0,4.3,4.5,0,0,Ke,KARADUT-GOKSUN (KAHRAMANMARAS) [South West 3.2 km],0,0
20230206031615,2023.02.06,3:16:15,38.112,38.4548,9.2,4.5,0,4.3,4.5,0,0,Ke,KARAGOL-CELIKHAN (ADIYAMAN) [North East 5.2 km],0,0
20210408152305,2021.04.08,15:23:05,36.4425,27.0947,1.8,4.5,0,4.3,4.5,0,0,Ke,ONIKI ADALAR (AKDENIZ),0,0
20190710105625,2019.07.10,10:56:26,37.096,43.4852,5,4.5,0,4.3,4.5,0,0,Ke,TURKIYE-IRAK SINIR BOLGESI,0,0
20170228232733,2017.02.28,23:27:33,39.4847,26.0637,11.2,4.5,0,4.3,4.5,0,0,Ke,BABAKALE-AYVACIK (CANAKKALE) [North 0.6 km],0,0
20170216001859,2017.02.16,0:19:00,39.5205,26.0547,13.7,4.5,0,4.3,4.5,0,0,Ke,BABAKALE-AYVACIK (CANAKKALE) [North West 4.6 km],0,0
20170207051708,2017.02.07,5:17:08,39.5365,26.1643,5.4,4.5,0,4.3,4.5,0,0,Ke,YUKARIKOY-AYVACIK (CANAKKALE) [South West 2.4 km],0,0
20160622104704,2016.06.22,10:47:05,38.509,44.7362,5,4.5,0,4.3,4.5,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI,0,0
19740224053519,1974.02.24,5:35:20,40.06,44.44,28,4.5,4.3,4.3,4.5,4.2,4.4,Ke,T�RKIYE-ERMENISTAN SINIR B�LGESI,0,0
19730319122007,1973.03.19,12:20:08,39.99,40.32,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,TECER-ASKALE (ERZURUM) [North East 5.0 km],0,0
19720122171731,1972.01.22,17:17:31,37.41,29.65,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,DODURGALAR-ACIPAYAM (DENIZLI) [North East 8.7 km],0,0
19711003171853,1971.10.03,17:18:53,36.77,30.12,22,4.5,4.3,4.3,4.5,4.2,4.4,Ke,OVACIK-ELMALI (ANTALYA) [South West 6.3 km],0,0
19710930084556,1971.09.30,8:45:56,37.64,30.13,16,4.5,4.3,4.3,4.5,4.2,4.4,Ke,YAZIKOY- (BURDUR) [North East 3.0 km],0,0
19710905114628,1971.09.05,11:46:29,37.2,30.15,37,4.5,4.3,4.3,4.5,4.2,4.4,Ke,GUMUSLU-KORKUTELI (ANTALYA) [North West 3.0 km],0,0
19710809113227,1971.08.09,11:32:27,37.58,30.17,5,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKYAKA- (BURDUR) [South 4.6 km],0,0
19710609025726,1971.06.09,2:57:26,37.46,29.85,12,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BEDIRLI-YESILOVA (BURDUR) [East 1.4 km],0,0
19710524183214,1971.05.24,18:32:14,39.38,40.59,62,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ELMALI-YEDISU (BINGOL) [West 4.6 km],0,0
19710514041831,1971.05.14,4:18:31,37.51,29.9,24,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CELTEK-YESILOVA (BURDUR) [South West 1.9 km],0,0
19710430061003,1971.04.30,6:10:04,37.76,36.18,60,4.5,4.3,4.3,4.5,4.2,4.4,Ke,HALILBEYLI-SAIMBEYLI (ADANA) [South 3.5 km],0,0
19710207045944,1971.02.07,4:59:44,36.06,28.29,25,4.6,4.6,4.3,4.5,4.5,4.2,Ke,AKDENIZ,0,0
19710103124609,1971.01.03,12:46:09,37.08,28.99,26,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KARACAM-KOYCEGIZ (MUGLA) [North West 6.7 km],0,0
19710102032535,1971.01.02,3:25:36,37.06,29.04,7,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KARACAM-KOYCEGIZ (MUGLA) [North East 3.7 km],0,0
19701229210338,1970.12.29,21:03:38,36.03,28.34,26,4.5,4.3,4.3,4.5,4.3,4.4,Ke,AKDENIZ,0,0
19701024145554,1970.10.24,14:55:54,35.79,28.07,54,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19700824163603,1970.08.24,16:36:03,38.32,39.45,27,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KOCKONAGI-MADEN (ELAZIG) [South East 1.9 km],0,0
19700424055200,1970.04.24,5:52:01,39.01,29.72,45,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CUKUROREN-GEDIZ (K�TAHYA) [North West 2.0 km],0,0
19700421013301,1970.04.21,1:33:01,38.89,30.18,28,4.5,4.3,4.3,4.5,4.2,4.4,Ke,IYICE-SINANPASA (AFYONKARAHISAR) [North East 1.4 km],0,0
19700420071907,1970.04.20,7:19:07,38.98,29.6,59,4.5,4.3,4.3,4.5,4.2,4.4,Ke,UGURLUCA-GEDIZ (K�TAHYA) [North West 0.5 km],0,0
19700418055253,1970.04.18,5:52:54,39.37,29.3,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CALCAAGIL-EMET (K�TAHYA) [South East 1.3 km],0,0
19700417202722,1970.04.17,20:27:22,38.92,29.71,51,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KARACAHISAR-BANAZ (USAK) [North East 7.5 km],0,0
19700331160822,1970.03.31,16:08:23,39.03,29.49,37,4.5,4.3,4.3,4.5,4.2,4.4,Ke,COMAKLAR-GEDIZ (K�TAHYA) [North West 1.7 km],0,0
19700329031046,1970.03.29,3:10:47,39.06,29.68,37,4.5,4.3,4.3,4.5,4.2,4.4,Ke,GOYNUK-GEDIZ (K�TAHYA) [North East 6.4 km],0,0
19700328224015,1970.03.28,22:40:16,39.02,29.43,43,4.5,4.3,4.3,4.5,4.2,4.4,Ke,HACIBABA-GEDIZ (K�TAHYA) [South East 1.1 km],0,0
19700328220528,1970.03.28,22:05:28,38.81,29.71,7,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KUCUKOTURAK-BANAZ (USAK) [South East 0.5 km],0,0
19700220072207,1970.02.20,7:22:07,35.05,27.18,3,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19690524114928,1969.05.24,11:49:28,36.82,35.31,44,4.5,4.3,4.3,4.5,4.2,4.4,Ke,HACIHASAN-KARATAS (ADANA) [North East 10.7 km],0,0
19690424024937,1969.04.24,2:49:37,38.4,31.9,26,4.5,4.3,4.3,4.5,4.2,4.4,Ke,YORAZLAR-ILGIN (KONYA) [North East 0.5 km],0,0
19690114032213,1969.01.14,3:22:13,39.4,30.1,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CUBUKICI- (K�TAHYA) [North West 4.3 km],0,0
19690108030452,1969.01.08,3:04:52,37.8,31.1,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKSU (ISPARTA) [East 2.7 km],0,0
19681204185218,1968.12.04,18:52:18,36.48,27.03,36,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ONIKI ADALAR (AKDENIZ),0,0
19681204184328,1968.12.04,18:43:28,36.34,26.98,43,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19681109123858,1968.11.09,12:38:58,40.15,28.35,24,4.5,4.3,4.3,4.5,4.2,4.2,Ke,YOLAGZI-KARACABEY (BURSA) [North East 4.1 km],0,0
19681027220627,1968.10.27,22:06:27,36.2,27.1,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19680917192801,1968.09.17,19:28:01,35.3,27.9,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19680903210818,1968.09.03,21:08:19,41.77,32.08,55,4.5,4.3,4.3,4.5,4.2,4.4,Ke,T�RKALI A�IKLARI-ZONGULDAK (KARADENIZ),0,0
19680730013044,1968.07.30,1:30:44,35.1,27.9,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19680730011757,1968.07.30,1:17:57,35.4,28.2,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19680713193407,1968.07.13,19:34:07,35.56,28.05,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19680704022750,1968.07.04,2:27:50,36.77,29.03,94,4.5,4.3,4.3,4.5,4.2,4.4,Ke,INLICE-FETHIYE (MUGLA) [North East 3.9 km],0,0
19680616083421,1968.06.16,8:34:21,36.7,34.27,52,4.5,4.3,4.3,4.5,4.2,4.4,Ke,DAGLI-ERDEMLI (MERSIN) [South East 1.3 km],0,0
19680321094251,1968.03.21,9:42:51,38.8,27.6,52,4.5,4.3,4.3,4.5,4.2,4.4,Ke,PINARBASI-SARUHANLI (MANISA) [South 0.6 km],0,0
19680313022636,1968.03.13,2:26:37,37.27,29.67,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BEYKOY-TEFENNI (BURDUR) [North West 3.9 km],0,0
19671231032859,1967.12.31,3:28:59,39,42,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,GUNBATMAZ-BULANIK (MUS) [North West 3.6 km],0,0
19671004045232,1967.10.04,4:52:32,40.1,43.8,77,4.5,4.3,4.3,4.5,4.2,4.4,Ke,SURMELI-TUZLUCA (IGDIR) [North East 4.0 km],0,0
19670918233934,1967.09.18,23:39:34,40.86,30.3,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,NASUHLAR-ADAPAZARI (SAKARYA) [South 2.3 km],0,0
19670812165921,1967.08.12,16:59:21,41.06,34.31,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,INCECAY-KARGI (�ORUM) [West 1.6 km],0,0
19670731071205,1967.07.31,7:12:05,40.6,27.62,4,4.5,4.3,4.3,4.5,4.2,4.2,Ke,MARMARA DENIZI,0,0
19670730190548,1967.07.30,19:05:48,40.7,30.8,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BAKACAK-HENDEK (SAKARYA) [South West 0.5 km],0,0
19670730102510,1967.07.30,10:25:10,40.77,30.56,22,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CATALKOPRU-AKYAZI (SAKARYA) [South West 1.9 km],0,0
19670730015718,1967.07.30,1:57:18,40.7,30.58,7,4.5,4.3,4.3,4.5,4.2,4.4,Ke,MESEPINARI-KARAPURCEK (SAKARYA) [North East 3.1 km],0,0
19670725110354,1967.07.25,11:03:54,37.8,28.6,75,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ESENCAY-KARACASU (AYDIN) [North East 3.4 km],0,0
19670701032443,1967.07.01,3:24:43,36.2,31.3,69,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ANTALYA K�RFEZI (AKDENIZ),0,0
19670630042402,1967.06.30,4:24:03,37.79,30.54,28,4.5,4.3,4.3,4.5,4.2,4.4,Ke,DEREGUMU- (ISPARTA) [East 2.7 km],0,0
19670329210357,1967.03.29,21:03:57,35.37,27.82,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19661230015709,1966.12.30,1:57:09,40.74,30.74,31,4.5,4.3,4.3,4.5,4.2,4.2,Ke,SULEYMANIYE-HENDEK (SAKARYA) [South West 0.2 km],0,0
19660816210149,1966.08.16,21:01:50,37.47,29.28,79,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ALAATTIN-ACIPAYAM (DENIZLI) [South West 3.6 km],0,0
19660605091406,1966.06.05,9:14:07,39.07,29.34,36,4.5,4.3,4.3,4.5,4.2,4.4,Ke,YUMRUTAS-GEDIZ (K�TAHYA) [North 3.5 km],0,0
19660502204044,1966.05.02,20:40:44,38.1,42.75,49,4.5,4.3,4.3,4.5,4.2,4.4,Ke,SISLI-BAHCESARAY (VAN) [South West 0.6 km],0,0
19651004015001,1965.10.04,1:50:01,37.75,29,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BASKARCI- (DENIZLI) [South East 2.1 km],0,0
19650317140500,1965.03.17,14:05:00,38.1,28.1,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KEMENLER-ODEMIS (IZMIR) [South East 1.4 km],0,0
19650109041105,1965.01.09,4:11:05,36,27.4,63,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AKDENIZ,0,0
19641213140902,1964.12.13,14:09:02,40.7,31,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CAMLIBEL-GOLYAKA (DUZCE) [South West 4.3 km],0,0
19641007230705,1964.10.07,23:07:05,40.19,28.36,31,4.5,4.3,4.3,4.5,4.2,4.4,Ke,KARACABEY (BURSA) [South 2.9 km],0,0
19641003035757,1964.10.03,3:57:58,38.01,38.24,25,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CELIKHAN (ADIYAMAN) [South 2.6 km],0,0
19640928210003,1964.09.28,21:00:04,36.7,29.2,63,4.5,4.3,4.3,4.5,4.2,4.4,Ke,ELDIREK-FETHIYE (MUGLA) [North 3.1 km],0,0
19640921180703,1964.09.21,18:07:04,41.1,37.6,33,4.5,4.3,4.3,4.5,4.2,4.4,Ke,MEDRESEONU-PERSEMBE (ORDU) [North West 3.9 km],0,0
19640130175217,1964.01.30,17:52:17,37.4,29.7,30,4.5,4.3,4.3,4.5,4.2,4.4,Ke,SAZAK-TEFENNI (BURDUR) [North West 7.3 km],0,0
19600809220133,1960.08.09,22:01:33,38.6,41.1,66,4.5,4.3,4.3,4.5,4.2,4.4,Ke,AGACKORUR-KULP (DIYARBAKIR) [North West 1.7 km],0,0
19570530142951,1957.05.30,14:29:52,40.65,31.24,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,SAMANDERE- (DUZCE) [South West 5.5 km],0,0
19570530130756,1957.05.30,13:07:57,40.62,31.78,10,4.5,4.3,4.3,4.5,4.2,4.4,Ke,CAYGOKPINAR- (BOLU) [South East 11.0 km],0,0
19570527062037,1957.05.27,6:20:37,41.14,31.19,80,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BEYHANLI-AKCAKOCA (DUZCE) [North West 6.5 km],0,0
19530322131701,1953.03.22,13:17:01,40,27.3,26,4.5,4.3,4.3,4.5,4.2,4.4,Ke,BEKTEN-YENICE (�ANAKKALE) [North East 2.0 km],0,0
19481213020000,1948.12.13,2:00:00,41,30,15,4.5,4.3,4.3,4.5,4.2,4.4,Ke,HACISEYH-KANDIRA (KOCAELI) [North West 0.9 km],0,0
20230228151637,2023.02.28,15:16:38,38.7027,35.3277,1.7,4.5,0,4.4,4.5,0,0,Ke,KARPUZSEKISI-HACILAR (KAYSERI) [North East 1.7 km],0,0
20230224140158,2023.02.24,14:01:58,37.9682,34.0028,7.8,4.5,0,4.4,4.5,0,0,Ke,OBRUK-BOR (NIGDE) [South West 4.0 km],0,0
20230220034536,2023.02.20,3:45:37,38.6622,40.019,5,4.5,0,4.4,4.5,0,0,Ke,KARACABAG-PALU (ELAZIG) [East 1.2 km],0,0
20230212080702,2023.02.12,8:07:02,41.7137,42.1323,5,4.5,0,4.4,4.5,0,0,Ke,UGURKOY-BORCKA (ARTVIN) [North East 28.7 km],0,0
20230208175720,2023.02.08,17:57:20,39.7548,40.6575,1.7,4.5,0,4.4,4.5,0,0,Ke,TOZLUCA-ASKALE (ERZURUM) [North West 0.6 km],0,0
20230119055520,2023.01.19,5:55:20,38.5045,44.7795,5,4.5,0,4.4,4.5,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI,0,0
20230118104237,2023.01.18,10:42:38,38.494,44.9765,5,4.5,0,4.4,4.5,0,0,Ke,IRAN,0,0
20201220043252,2020.12.20,4:32:52,37.8967,43.8062,5,4.5,0,4.4,4.5,0,0,Ke,AYDEMIR-BASKALE (VAN) [North 2.0 km],0,0
20200908123859,2020.09.08,12:39:00,38.136,38.7088,1.8,4.5,0,4.4,4.5,0,0,Ke,YAZICA-PUTURGE (MALATYA) [South 2.7 km],0,0
20200804153056,2020.08.04,15:30:56,38.1888,38.7527,5,4.5,0,4.4,4.5,0,0,Ke,PAZARCIK-PUTURGE (MALATYA) [South East 4.1 km],0,0
20200318230722,2020.03.18,23:07:22,38.4562,44.3498,5,4.5,0,4.4,4.5,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI,0,0
20200227143612,2020.02.27,14:36:13,35.1483,27.9915,6,4.5,0,4.4,4.5,0,0,Ke,AKDENIZ,0,0
20181030002541,2018.10.30,0:25:42,36.4622,28.7102,5,4.5,0,4.4,4.5,0,0,Ke,AKDENIZ,0,0
20170924165716,2017.09.24,16:57:16,36.948,27.3167,10.3,4.5,0,4.4,4.5,0,0,Ke,GOKOVA KORFEZI (AKDENIZ),0,0
20170225210603,2017.02.25,21:06:03,36.9255,36.0902,9.5,4.5,0,4.4,4.5,0,0,Ke,ASAGIBURNAZ-ERZIN (HATAY) [East 1.7 km],0,0
20161216212148,2016.12.16,21:21:49,39.6328,39.7052,1.3,4.5,0,4.4,4.5,0,0,Ke,MERTEKLI- (ERZINCAN) [South West 2.2 km],0,0
20160610185701,2016.06.10,18:57:01,39.025,40.7383,5.3,4.5,0,4.4,4.5,0,0,Ke,ELMALI- (BINGOL) [ .43 km],0,0
20160107020145,2016.01.07,2:01:46,38.9027,43.5425,5,4.4,0,4.4,4.5,0,0,Ke,COLPAN- (VAN) [South West 1.8 km],0,0
20130916103139,2013.09.16,10:31:40,39.0167,41.4477,4.9,4.5,0,4.4,4.5,0,0,Ke,TUTEN- (MUS) [ 1.06 km],0,0
19720829024836,1972.08.29,2:48:37,37,29.14,10,4.5,4.3,4.4,4.5,4.2,4.4,Ke,AKPINAR-CAMELI (DENIZLI) [South 1.0 km],0,0
19710513040723,1971.05.13,4:07:24,37.54,29.97,36,4.5,4.3,4.4,4.5,4.2,4.4,Ke,KOCAPINAR- (BURDUR) [North West 1.4 km],0,0
19701228124352,1970.12.28,12:43:52,37.09,28.91,23,4.5,4.3,4.4,4.5,4.2,4.4,Ke,OTMANLAR-KOYCEGIZ (MUGLA) [North West 5.3 km],0,0
19700926014845,1970.09.26,1:48:45,41.8,26.6,85,4.5,4.4,4.4,4.5,4.3,4.4,Ke,MURATCALI- (EDIRNE) [South West 1.4 km],0,0
19700614005826,1970.06.14,0:58:26,39.25,29.17,23,4.5,4.3,4.4,4.5,4.2,4.4,Ke,HASANLAR-HISARCIK (K�TAHYA) [South West 1.1 km],0,0
19700508065859,1970.05.08,6:58:59,38.91,30.01,29,4.5,4.3,4.4,4.5,4.2,4.4,Ke,BUYUKASLIHANLAR-DUMLUPINAR (K�TAHYA) [North 1.6 km],0,0
19700401175514,1970.04.01,17:55:14,39.01,29.69,41,4.5,4.3,4.4,4.5,4.2,4.4,Ke,CUKUROREN-GEDIZ (K�TAHYA) [North West 4.1 km],0,0
19700331044555,1970.03.31,4:45:55,39.11,29.9,10,4.5,4.3,4.4,4.5,4.2,4.4,Ke,YAGCILAR-ASLANAPA (K�TAHYA) [South East 3.8 km],0,0
19700330012337,1970.03.30,1:23:37,39.18,29.6,10,4.5,4.3,4.4,4.5,4.2,4.4,Ke,CAVDARHISAR (K�TAHYA) [South West 2.4 km],0,0
